TDU-02106;BN der Leber, der Gallenwege und des Pankreas;13628;e;12525;e;14244;e;12828;e;14468;e;12859;e;14762;e;12881;e;15021;e;13023;e;15339;e;13360;e;15981;e;13782;e;15887;e;13827;e;16196;e;13849;e;16794;e;14318;e;16862;e;14357;e;16708;e;14286;e;16618;e;14251;e;16944;e;14350;e
TDU-02107;BN der Leber und der intrahepatischen Gallengänge;4856;e;2534;e;5011;e;2551;e;5117;e;2553;e;5000;e;2467;e;5246;e;2440;e;5231;e;2611;e;5411;e;2625;e;5213;e;2697;e;5301;e;2689;e;5519;e;2649;e;5676;e;2781;e;5455;e;2692;e;5378;e;2797;e;5532;e;2852;e
TDU-02108;BN des Pankreas;7538;e;7950;e;7812;e;8128;e;7936;e;8184;e;8273;e;8328;e;8231;e;8384;e;8497;e;8659;e;9008;e;9044;e;8947;e;9058;e;9189;e;9143;e;9584;e;9638;e;9448;e;9474;e;9570;e;9602;e;9619;e;9585;e;9739;e;9677;e
TDU-02109;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;30642;e;13815;e;30986;e;14503;e;30978;e;14930;e;30962;e;15370;e;30861;e;15748;e;30669;e;16086;e;30571;e;16708;e;29874;e;16582;e;29566;e;16717;e;29099;e;17212;e;28821;e;17264;e;28332;e;17608;e;28329;e;18295;e;27671;e;18537;e
TDU-02110;BN der Bronchien und der Lunge;29357;e;13615;e;29627;e;14281;e;29695;e;14738;e;29684;e;15129;e;29536;e;15513;e;29354;e;15870;e;29305;e;16471;e;28664;e;16368;e;28350;e;16503;e;27858;e;16989;e;27732;e;17054;e;27200;e;17401;e;27138;e;18071;e;26596;e;18337;e
TDU-02111;Melanom und sonstige bösartige Neubild. der Haut;1914;e;1418;e;2096;e;1502;e;1990;e;1573;e;2221;e;1570;e;2239;e;1621;e;2231;e;1637;e;2220;e;1604;e;2120;e;1644;e;2302;e;1606;e;2420;e;1677;e;2395;e;1593;e;2406;e;1700;e;2607;e;1814;e;2642;e;1859;e
TDU-02112;Bösartiges Melanom der Haut;1568;e;1143;e;1709;e;1212;e;1627;e;1248;e;1787;e;1255;e;1804;e;1270;e;1767;e;1287;e;1700;e;1226;e;1593;e;1242;e;1766;e;1176;e;1789;e;1232;e;1778;e;1162;e;1692;e;1236;e;1853;e;1293;e;1851;e;1318;e
TDU-02113;BN der Brustdrüse;107;e;17466;e;159;e;17815;e;150;e;17748;e;156;e;17853;e;134;e;17670;e;159;e;18136;e;166;e;18570;e;192;e;18398;e;195;e;18591;e;193;e;18519;e;166;e;18425;e;157;e;18479;e;213;e;18891;e;186;e;18527;e
TDU-02114;BN der Genital- und Harnorgane;21646;e;15702;e;22886;e;16128;e;22520;e;16057;e;23462;e;16003;e;23778;e;15660;e;24181;e;16149;e;25024;e;16280;e;24696;e;16272;e;25436;e;16221;e;25714;e;16267;e;26202;e;16489;e;25989;e;16181;e;26732;e;16288;e;26425;e;16288;e
TDU-02115;BN der Cervix uteri;-;;1524;e;-;;1626;e;-;;1617;e;-;;1550;e;-;;1506;e;-;;1541;e;-;;1562;e;-;;1587;e;-;;1612;e;-;;1597;e;-;;1546;e;-;;1535;e;-;;1528;e;-;;1413;e
TDU-02116;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;;2433;e;-;;2442;e;-;;2515;e;-;;2579;e;-;;2472;e;-;;2602;e;-;;2600;e;-;;2707;e;-;;2631;e;-;;2659;e;-;;2758;e;-;;2634;e;-;;2798;e;-;;2734;e
TDU-02117;BN des Ovars;-;;5599;e;-;;5837;e;-;;5646;e;-;;5466;e;-;;5354;e;-;;5431;e;-;;5486;e;-;;5373;e;-;;5326;e;-;;5291;e;-;;5265;e;-;;5379;e;-;;5096;e;-;;5223;e
TDU-02118;BN der Prostata;12676;e;-;;13324;e;-;;12957;e;-;;13408;e;-;;13704;e;-;;13900;e;-;;14417;e;-;;14318;e;-;;14963;e;-;;15040;e;-;;15403;e;-;;15379;e;-;;15590;e;-;;15196;e;-;
TDU-02119;BN der Niere, ausgenommen Nierenbecken;3096;e;2151;e;3223;e;2104;e;3125;e;2131;e;3358;e;2100;e;3243;e;2035;e;3306;e;2106;e;3280;e;2074;e;3155;e;1985;e;3108;e;1931;e;3230;e;1920;e;3121;e;2034;e;3070;e;1790;e;3029;e;1920;e;3096;e;1846;e
TDU-02120;BN der Harnblase;3631;e;1885;e;4046;e;1891;e;3791;e;1826;e;3894;e;1863;e;3897;e;1795;e;3963;e;1872;e;4049;e;1897;e;3848;e;1858;e;3862;e;1840;e;3824;e;1814;e;3942;e;1935;e;3891;e;1852;e;4169;e;1873;e;4133;e;1945;e
TDU-02121;BN d. lymphat., blutbild. u. verwandten Gewebes;9260;e;8294;e;9523;e;8654;e;9765;e;8454;e;10255;e;8576;e;10009;e;8600;e;10266;e;8660;e;10700;e;9021;e;10761;e;8776;e;10973;e;8940;e;10851;e;8866;e;11246;e;8815;e;11167;e;8725;e;10947;e;8649;e;11141;e;8673;e
TDU-02122;Leukämie;3942;e;3304;e;4083;e;3535;e;4155;e;3445;e;4395;e;3560;e;4168;e;3575;e;4290;e;3579;e;4542;e;3710;e;4521;e;3653;e;4588;e;3682;e;4590;e;3670;e;4784;e;3573;e;4674;e;3530;e;4624;e;3571;e;4768;e;3540;e
TDU-022;Gutartige Neubildungen;186;e;285;e;225;e;357;e;240;e;396;e;243;e;358;e;267;e;363;e;277;e;385;e;309;e;446;e;304;e;464;e;316;e;449;e;322;e;507;e;354;e;481;e;371;e;396;e;371;e;505;e;402;e;520;e
TDU-03;Krankheiten des Blutes u. der blutbildenden Organe;1059;e;1529;e;1066;e;1617;e;1108;e;1577;e;1205;e;1711;e;1198;e;1733;e;1432;e;1903;e;1367;e;1851;e;1631;e;2053;e;1622;e;2159;e;1611;e;2183;e;1978;e;2413;e;2078;e;2632;e;2291;e;2914;e;2333;e;2907;e
TDU-04;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;11990;e;17243;e;12387;e;17435;e;12745;e;17860;e;13347;e;17850;e;12646;e;16624;e;14084;e;18390;e;13839;e;17410;e;15120;e;18788;e;15596;e;19044;e;15300;e;18326;e;16651;e;19977;e;17402;e;20464;e;18689;e;21872;e;18379;e;20758;e
TDU-041;Diabetes mellitus;9579;e;13552;e;9915;e;13637;e;10077;e;13978;e;10484;e;13773;e;9941;e;12702;e;10872;e;13529;e;10454;e;12605;e;11412;e;13443;e;11652;e;13204;e;11353;e;12542;e;12167;e;13640;e;12428;e;13556;e;13078;e;13813;e;12684;e;12874;e
TDU-05;Psychische und Verhaltensstörungen;10377;e;14702;e;10996;e;16117;e;12186;e;18704;e;14241;e;21876;e;13974;e;21961;e;17263;e;27327;e;18065;e;28193;e;19992;e;32645;e;21726;e;36327;e;21766;e;36073;e;22692;e;36921;e;22848;e;37142;e;25941;e;42836;e;26928;e;42517;e
TDU-051;Psychische und Verhaltensstörungen durch Alkohol;3850;e;1063;e;3797;e;1130;e;3916;e;1075;e;4218;e;1255;e;3922;e;1192;e;4231;e;1259;e;4309;e;1143;e;4031;e;1081;e;3992;e;1111;e;3760;e;1046;e;3850;e;1162;e;3842;e;1122;e;4265;e;1206;e;4284;e;1301;e
TDU-052;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;615;e;159;e;578;e;143;e;617;e;167;e;642;e;149;e;648;e;171;e;716;e;173;e;670;e;178;e;534;e;137;e;557;e;167;e;507;e;155;e;552;e;143;e;499;e;142;e;527;e;159;e;684;e;181;e
TDU-06;Krankheiten d. Nervensystems u. d. Sinnesorgane;10539;e;11329;e;10758;e;11973;e;11750;e;12537;e;12488;e;13304;e;12650;e;13238;e;14385;e;14756;e;14824;e;14975;e;16351;e;16042;e;17578;e;17314;e;17207;e;17018;e;17864;e;17566;e;17974;e;17804;e;19697;e;19583;e;19875;e;19350;e
TDU-061;Meningitis;74;e;68;e;78;e;88;e;68;e;76;e;69;e;71;e;64;e;60;e;70;e;62;e;78;e;59;e;60;e;66;e;65;e;75;e;69;e;57;e;47;e;55;e;54;e;47;e;68;e;70;e;100;e;84;e
TDU-07;Krankheiten des Kreislaufsystems;149471;e;203218;e;145555;e;196678;e;150149;e;199068;e;153309;e;201184;e;148538;e;189518;e;157996;e;198620;e;152820;e;185867;e;156177;e;188347;e;157282;e;187992;e;152615;e;178596;e;157556;e;180445;e;159846;e;180773;e;167483;e;190736;e;163887;e;184425;e
TDU-071;Hypertonie (Hochdruckkrankheit);9447;e;22819;e;9979;e;23596;e;10778;e;25212;e;11902;e;27743;e;11316;e;25872;e;12925;e;28847;e;12782;e;27853;e;13700;e;29878;e;14296;e;29979;e;14116;e;29161;e;16118;e;31782;e;16529;e;32332;e;17836;e;34487;e;17418;e;33360;e
TDU-072;Ischämische Herzkrankheiten;67403;e;65723;e;64811;e;62290;e;66294;e;61877;e;67175;e;61633;e;64467;e;56699;e;68464;e;59766;e;66789;e;55485;e;68794;e;56820;e;68174;e;55801;e;66532;e;52550;e;68599;e;52863;e;68900;e;52272;e;71461;e;54523;e;68627;e;51168;e
TDU-07201;Akuter oder rezidivierender Myokardinfarkt;32975;e;26132;e;30730;e;24556;e;30894;e;24531;e;30622;e;23916;e;28503;e;21601;e;29016;e;21932;e;28130;e;20539;e;27130;e;19836;e;26884;e;19323;e;25921;e;18361;e;26444;e;18085;e;27107;e;18074;e;27750;e;18858;e;26411;e;17428;e
TDU-073;Sonstige Formen der Herzkrankheit;30604;e;50448;e;29325;e;48900;e;31117;e;49938;e;31969;e;49642;e;31761;e;47946;e;34871;e;51201;e;31731;e;45501;e;32002;e;46556;e;32310;e;46656;e;30488;e;43117;e;31084;e;42474;e;31899;e;43114;e;34008;e;46743;e;34276;e;46483;e
TDU-074;Sonstige Krankheiten des Endokards;4095;e;6842;e;4466;e;7114;e;4653;e;7423;e;5073;e;7938;e;5164;e;7801;e;5404;e;8175;e;5490;e;8066;e;5784;e;8122;e;6325;e;8587;e;6440;e;8716;e;6219;e;8485;e;6560;e;8428;e;6919;e;9004;e;7311;e;9048;e
TDU-075;Zerebrovaskuläre Krankheiten;23576;e;37974;e;23041;e;36025;e;23286;e;35639;e;23167;e;35389;e;22012;e;33220;e;23398;e;33584;e;23263;e;32693;e;23780;e;31624;e;23759;e;31528;e;22942;e;30177;e;23329;e;29979;e;23487;e;29595;e;24623;e;30642;e;23793;e;29362;e
TDU-07501;Schlaganfall, nicht als Blutung oder Infarkt bez.;8422;e;15253;e;7717;e;13877;e;7492;e;12895;e;6805;e;12078;e;6132;e;10621;e;5950;e;9820;e;5286;e;8978;e;4898;e;7689;e;4722;e;7302;e;4159;e;6543;e;4326;e;6592;e;4291;e;6338;e;4323;e;6239;e;3997;e;5718;e
TDU-076;Krankheiten der Arterien, Arteriolen und Kapillare;8687;e;10553;e;8478;e;10384;e;8433;e;10426;e;8391;e;10113;e;8256;e;9621;e;7011;e;8221;e;6991;e;7637;e;6225;e;6515;e;6426;e;6483;e;6155;e;5950;e;5996;e;5894;e;6061;e;5725;e;5989;e;5528;e;5822;e;5273;e
TDU-08;Krankheiten des Atmungssystems;32009;e;28506;e;32031;e;27988;e;32229;e;28225;e;34431;e;30487;e;31744;e;26860;e;36600;e;31700;e;34905;e;29509;e;36210;e;32198;e;38253;e;33466;e;36087;e;30934;e;33905;e;27443;e;31841;e;25475;e;36764;e;30869;e;38961;e;33541;e
TDU-081;Grippe;64;e;51;e;136;e;89;e;35;e;37;e;220;e;227;e;40;e;39;e;343;e;357;e;228;e;182;e;617;e;559;e;1528;e;1501;e;900;e;759;e;730;e;577;e;22;e;16;e;807;e;934;e;643;e;624;e
TDU-082;Pneumonie;9486;e;10241;e;9357;e;9980;e;9207;e;9610;e;9824;e;10094;e;8474;e;8237;e;10216;e;9958;e;9539;e;9166;e;9716;e;9862;e;10248;e;9979;e;9527;e;8987;e;8611;e;7288;e;7831;e;6268;e;9258;e;7499;e;10573;e;9083;e
TDU-083;Chronische Krankheiten der unteren Atemwege;16248;e;12412;e;16429;e;12506;e;16675;e;12996;e;17795;e;14304;e;16889;e;13109;e;19014;e;15396;e;18264;e;14687;e;19104;e;16409;e;19561;e;16776;e;18847;e;16247;e;17870;e;15052;e;17285;e;14724;e;19095;e;17282;e;19733;e;18355;e
TDU-084;Asthma;505;e;719;e;481;e;694;e;467;e;697;e;441;e;709;e;415;e;599;e;394;e;659;e;342;e;625;e;324;e;647;e;360;e;674;e;403;e;674;e;389;e;657;e;406;e;643;e;414;e;787;e;483;e;818;e
TDU-09;Krankheiten des Verdauungssystems;21173;e;21511;e;20548;e;19959;e;20448;e;19646;e;20564;e;19548;e;19993;e;18544;e;20689;e;19155;e;21422;e;19251;e;21747;e;19291;e;21904;e;19170;e;21959;e;19462;e;22667;e;19840;e;23508;e;20209;e;24767;e;21270;e;24450;e;21226;e
TDU-091;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1262;e;1685;e;1195;e;1641;e;1265;e;1511;e;1162;e;1431;e;1037;e;1216;e;1123;e;1313;e;1135;e;1276;e;1150;e;1178;e;1192;e;1234;e;1181;e;1256;e;1275;e;1294;e;1300;e;1345;e;1435;e;1429;e;1297;e;1453;e
TDU-092;Krankheiten der Leber;10093;e;5320;e;9917;e;5257;e;9926;e;5036;e;9950;e;5305;e;9590;e;5154;e;9964;e;5226;e;10433;e;5430;e;10381;e;5491;e;10302;e;5476;e;10130;e;5440;e;10569;e;5717;e;10987;e;5919;e;11327;e;5939;e;10928;e;5862;e
TDU-09201;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9544;e;4772;e;9409;e;4689;e;9384;e;4517;e;9334;e;4700;e;8973;e;4554;e;9304;e;4585;e;9734;e;4749;e;9599;e;4723;e;9500;e;4670;e;9403;e;4620;e;9817;e;4883;e;10189;e;5062;e;10415;e;5049;e;10025;e;4911;e
TDU-10;Krankheiten der Haut und der Unterhaut;374;e;767;e;381;e;780;e;406;e;789;e;453;e;921;e;511;e;905;e;546;e;896;e;592;e;1002;e;599;e;966;e;599;e;998;e;687;e;1032;e;705;e;1016;e;710;e;1047;e;784;e;1172;e;955;e;1264;e
TDU-11;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;1023;e;1914;e;1037;e;2019;e;1150;e;2149;e;1270;e;2254;e;1175;e;2142;e;1366;e;2405;e;1503;e;2508;e;1753;e;3059;e;1911;e;3302;e;2059;e;3308;e;2233;e;3480;e;2307;e;3718;e;2618;e;4208;e;2817;e;4399;e
TDU-111;Chronische Polyarthritis und Arthrose;209;e;537;e;225;e;565;e;250;e;609;e;290;e;586;e;262;e;568;e;330;e;662;e;360;e;669;e;403;e;820;e;432;e;908;e;451;e;941;e;487;e;952;e;449;e;1038;e;554;e;1127;e;542;e;1124;e
TDU-12;Krankheiten des Urogenitalsystems;8441;e;11327;e;8408;e;11259;e;8793;e;11743;e;9463;e;12425;e;9779;e;12468;e;10864;e;14035;e;10458;e;13344;e;10532;e;12939;e;11004;e;13715;e;11085;e;13655;e;11537;e;13853;e;12065;e;14207;e;13357;e;15580;e;13374;e;15439;e
TDU-121;Krankheiten der Niere;6773;e;8860;e;6818;e;8879;e;6951;e;9200;e;7280;e;9469;e;7441;e;9366;e;8350;e;10698;e;7959;e;10094;e;7842;e;9774;e;8063;e;10339;e;8077;e;10202;e;8072;e;10191;e;8416;e;10377;e;9094;e;11192;e;8995;e;11071;e
TDU-13;Schwangerschaft, Geburt und Wochenbett;-;;37;e;-;;32;e;-;;31;e;-;;29;e;-;;29;e;-;;24;e;-;;23;e;-;;22;e;-;;25;e;-;;25;e;-;;28;e;-;;28;e;-;;30;e;-;;29;e
TDU-14;Best.Zustände mit Ursprung in der Perinatalperiode;671;e;521;e;697;e;547;e;619;e;546;e;635;e;482;e;706;e;531;e;709;e;611;e;848;e;653;e;838;e;645;e;847;e;617;e;846;e;626;e;737;e;614;e;777;e;565;e;757;e;615;e;777;e;594;e
TDU-15;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;799;e;773;e;859;e;760;e;842;e;690;e;887;e;819;e;866;e;799;e;931;e;885;e;1039;e;962;e;1076;e;994;e;1098;e;1036;e;1114;e;970;e;1054;e;976;e;1116;e;1011;e;1207;e;1060;e;1164;e;1092;e
TDU-151;Angeborene Fehlbildungen des Nervensystems;69;e;72;e;87;e;84;e;82;e;63;e;82;e;83;e;66;e;64;e;94;e;79;e;109;e;86;e;87;e;93;e;71;e;95;e;98;e;105;e;77;e;83;e;86;e;97;e;93;e;97;e;97;e;90;e
TDU-152;Angeborene Fehlbildungen des Kreislaufsystems;234;e;224;e;259;e;224;e;231;e;192;e;268;e;223;e;222;e;199;e;225;e;231;e;290;e;278;e;327;e;283;e;297;e;309;e;316;e;285;e;303;e;281;e;337;e;269;e;383;e;302;e;377;e;308;e
TDU-16;Symptome und abnorme klinische und Laborbefunde;12655;e;10961;e;12332;e;10218;e;12890;e;11129;e;13518;e;11671;e;14130;e;11669;e;15378;e;12059;e;17148;e;12746;e;17006;e;12423;e;18868;e;13725;e;21822;e;15590;e;20419;e;14810;e;22638;e;16091;e;23858;e;17213;e;20022;e;14299;e
TDU-161;Plötzlicher Kindstod;103;e;61;e;94;e;53;e;78;e;53;e;84;e;68;e;75;e;44;e;67;e;60;e;81;e;56;e;73;e;57;e;73;e;46;e;75;e;32;e;54;e;30;e;47;e;35;e;46;e;45;e;47;e;36;e
TDU-162;Sonst. ungenau bezeichnete u. unbek. Todesursachen;10832;e;6884;e;10807;e;6856;e;11228;e;7412;e;11774;e;7787;e;12551;e;8269;e;13723;e;8562;e;15626;e;9602;e;15534;e;9634;e;17270;e;10718;e;20287;e;12781;e;18812;e;11933;e;20927;e;12891;e;22021;e;13904;e;18204;e;11087;e
TDU-17;Äußere Ursachen von Morbidität und Mortalität;20187;e;13125;e;20224;e;12764;e;19780;e;13151;e;20423;e;13710;e;20845;e;13822;e;21591;e;14905;e;22643;e;15740;e;23538;e;16315;e;24509;e;17045;e;24550;e;17229;e;24579;e;17215;e;25394;e;17806;e;27811;e;20101;e;28458;e;20938;e
TDU-171;Unfälle einschließlich Spätfolgen;10987;e;9303;e;11176;e;9279;e;11255;e;9614;e;11844;e;10172;e;12240;e;10536;e;13140;e;11506;e;14162;e;12556;e;15221;e;13203;e;16007;e;13867;e;16077;e;13988;e;16055;e;13860;e;17189;e;14403;e;18789;e;16428;e;19519;e;17179;e
TDU-172;Transportmittelunfälle;2882;e;1060;e;3218;e;1118;e;2934;e;1045;e;2789;e;982;e;2796;e;927;e;2758;e;930;e;2621;e;926;e;2514;e;893;e;2739;e;883;e;2547;e;826;e;2319;e;722;e;2269;e;639;e;2375;e;766;e;2308;e;798;e
TDU-173;Stürze;4347;e;5132;e;4445;e;5277;e;4689;e;5551;e;4972;e;5870;e;5363;e;6219;e;6027;e;6840;e;6721;e;7714;e;6979;e;7699;e;7768;e;8433;e;7991;e;8666;e;8383;e;8828;e;9020;e;9163;e;9966;e;10345;e;10289;e;10556;e
TDU-174;Ertrinken und Untergehen;282;e;111;e;269;e;101;e;297;e;120;e;335;e;130;e;287;e;102;e;316;e;128;e;336;e;111;e;277;e;105;e;321;e;123;e;279;e;120;e;265;e;106;e;281;e;111;e;321;e;123;e;320;e;145;e
TDU-175;Exposition gegenüber Rauch, Feuer und Flammen;226;e;147;e;215;e;161;e;211;e;173;e;241;e;174;e;214;e;133;e;206;e;137;e;194;e;131;e;212;e;123;e;194;e;112;e;222;e;121;e;217;e;119;e;182;e;139;e;203;e;130;e;190;e;93;e
TDU-176;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);499;e;179;e;470;e;167;e;418;e;181;e;478;e;172;e;476;e;176;e;510;e;190;e;694;e;253;e;815;e;281;e;806;e;314;e;882;e;326;e;896;e;307;e;917;e;330;e;1030;e;338;e;1046;e;386;e
TDU-177;Vorsätzliche Selbstbeschädigung;7465;e;2556;e;7646;e;2498;e;7287;e;2603;e;7449;e;2627;e;7624;e;2585;e;7397;e;2681;e;7374;e;2464;e;6985;e;2250;e;7111;e;2285;e;6842;e;2199;e;6944;e;2262;e;6805;e;2410;e;7504;e;2615;e;7478;e;2826;e
TDU-178;Tätlicher Angriff;238;e;240;e;232;e;199;e;204;e;199;e;180;e;214;e;174;e;194;e;214;e;219;e;189;e;183;e;182;e;170;e;169;e;166;e;180;e;144;e;194;e;170;e;150;e;164;e;164;e;167;e;173;e;156;e
TDU-179;Ereignis, dessen nähere Umstände unbestimmt sind;1462;e;1006;e;1137;e;775;e;1002;e;721;e;922;e;684;e;788;e;490;e;819;e;494;e;890;e;523;e;1123;e;677;e;1181;e;709;e;1379;e;853;e;1343;e;896;e;1102;e;699;e;1305;e;846;e;1245;e;756;e
TDU-18;COVID-19, Virus nachgewiesen;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;20247;e;18263;e;38862;e;31897;e;27973;e;24056;e;14585;e;11094;e
TDU-19;COVID-19, Virus nicht nachgewiesen;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;693;e;555;e;306;e;266;e;166;e;162;e;40;e;49;e
;Insgesamt;409022;e;449746;e;407628;e;444700;e;416423;e;453159;e;429645;e;464180;e;422225;e;446131;e;449512;e;475688;e;448304;e;462598;e;457756;e;474507;e;470032;e;484842;e;465885;e;473635;e;492797;e;492775;e;515559;e;508128;e;532333;e;534008;e;514230;e;513976;e
__________
© Statistisches Bundesamt (Destatis), 2024
Stand: 04.12.2024 / 14:58:22
