;;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;5;e;7;e;6;e;5;e;11;e;25;e;73;e;139;e;179;e;235;e;339;e;481;e;738;e;920;e;861;e;820;e;792;e;1004;e;845;e;339;e;112;e;15;e;7964;e;3;e;9;e;5;e;1;e;17;e;40;e;119;e;161;e;225;e;311;e;485;e;706;e;988;e;1190;e;1245;e;1244;e;1279;e;1822;e;1604;e;770;e;233;e;40;e;12506;e;8;e;16;e;11;e;6;e;28;e;65;e;192;e;300;e;404;e;546;e;824;e;1187;e;1726;e;2110;e;2106;e;2064;e;2071;e;2826;e;2449;e;1109;e;345;e;55;e;20470;e
;;ICD10-I00-I99;Krankheiten des Kreislaufsystems;29;e;26;e;13;e;93;e;304;e;931;e;2576;e;3605;e;5300;e;8069;e;12405;e;24728;e;44543;e;64711;e;74708;e;85683;e;85248;e;124097;e;107522;e;57061;e;19676;e;3115;e;724852;e;31;e;30;e;5;e;98;e;317;e;827;e;2138;e;2474;e;3372;e;4832;e;7339;e;13370;e;22546;e;32392;e;42550;e;60485;e;70184;e;124686;e;133841;e;92701;e;47242;e;11213;e;673145;e;60;e;56;e;18;e;191;e;621;e;1758;e;4714;e;6079;e;8672;e;12901;e;19744;e;38098;e;67089;e;97103;e;117258;e;146168;e;155432;e;248783;e;241363;e;149762;e;66918;e;14328;e;1397997;e
;;ICD10-J00-J99;Krankheiten des Atmungssystems;180;e;397;e;110;e;131;e;539;e;1299;e;3280;e;3486;e;4144;e;5056;e;5466;e;8398;e;14445;e;22371;e;29486;e;37096;e;38782;e;57178;e;51034;e;31393;e;12805;e;2525;e;329834;e;118;e;293;e;99;e;106;e;452;e;1322;e;2888;e;3190;e;3830;e;4553;e;5135;e;7272;e;11960;e;18483;e;23612;e;28070;e;29298;e;43461;e;45088;e;34581;e;20965;e;6279;e;291272;e;298;e;690;e;209;e;237;e;991;e;2621;e;6168;e;6676;e;7974;e;9609;e;10601;e;15670;e;26405;e;40854;e;53098;e;65166;e;68080;e;100639;e;96123;e;65974;e;33770;e;8804;e;621107;e
;;ICD10-K00-K93;Krankheiten des Verdauungssystems;26;e;59;e;42;e;157;e;706;e;2344;e;7222;e;9325;e;11009;e;12443;e;13598;e;18941;e;27412;e;31945;e;32398;e;34250;e;30494;e;44037;e;38308;e;20573;e;7462;e;1225;e;344209;e;28;e;48;e;53;e;173;e;1128;e;3161;e;8108;e;8752;e;9506;e;10408;e;11544;e;15713;e;23290;e;26860;e;27893;e;31564;e;31579;e;51579;e;53193;e;36200;e;17847;e;4513;e;373402;e;54;e;107;e;95;e;330;e;1834;e;5505;e;15330;e;18077;e;20515;e;22851;e;25142;e;34654;e;50702;e;58805;e;60291;e;65814;e;62073;e;95616;e;91501;e;56773;e;25309;e;5738;e;717611;e
;;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;4;e;10;e;13;e;21;e;84;e;138;e;361;e;389;e;407;e;417;e;438;e;607;e;801;e;916;e;785;e;800;e;636;e;911;e;792;e;419;e;154;e;25;e;9133;e;9;e;6;e;6;e;22;e;126;e;205;e;498;e;454;e;477;e;499;e;562;e;669;e;989;e;974;e;903;e;801;e;715;e;1111;e;1121;e;822;e;436;e;112;e;11523;e;13;e;16;e;19;e;43;e;210;e;343;e;859;e;843;e;884;e;916;e;1000;e;1276;e;1790;e;1890;e;1688;e;1601;e;1351;e;2022;e;1913;e;1241;e;590;e;137;e;20656;e
;;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;3;e;2;e;7;e;15;e;64;e;218;e;753;e;1017;e;1232;e;1676;e;1921;e;3006;e;4511;e;5146;e;5009;e;4629;e;4645;e;6646;e;5296;e;2545;e;823;e;121;e;49305;e;4;e;2;e;2;e;30;e;113;e;355;e;1015;e;1267;e;1707;e;2185;e;2837;e;4618;e;7363;e;7957;e;7105;e;6951;e;7220;e;11428;e;10540;e;5930;e;2354;e;451;e;81468;e;7;e;4;e;9;e;45;e;177;e;573;e;1768;e;2284;e;2939;e;3861;e;4758;e;7624;e;11874;e;13103;e;12114;e;11580;e;11865;e;18074;e;15836;e;8475;e;3177;e;572;e;130773;e
;;ICD10-N00-N99;Krankheiten des Urogenitalsystems;30;e;29;e;35;e;30;e;63;e;225;e;767;e;1280;e;1576;e;1869;e;2112;e;2935;e;4251;e;5203;e;6167;e;7896;e;8695;e;14936;e;15031;e;9964;e;4648;e;809;e;88630;e;34;e;31;e;20;e;37;e;384;e;954;e;2112;e;1914;e;1785;e;1810;e;1909;e;2451;e;3415;e;3856;e;4451;e;6083;e;7171;e;14699;e;18614;e;15495;e;9610;e;2521;e;99446;e;64;e;60;e;55;e;67;e;447;e;1179;e;2879;e;3194;e;3361;e;3679;e;4021;e;5386;e;7666;e;9059;e;10618;e;13979;e;15866;e;29635;e;33645;e;25459;e;14258;e;3330;e;188076;e
;;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;18;e;82;e;378;e;711;e;732;e;501;e;146;e;17;e;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;2587;e;-;;-;;-;;1;e;18;e;82;e;378;e;711;e;732;e;501;e;146;e;17;e;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;2587;e
;;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;141;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;141;e;97;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;97;e;238;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;238;e
;;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;5;e;7;e;1;e;22;e;21;e;30;e;74;e;96;e;105;e;150;e;129;e;293;e;369;e;385;e;272;e;183;e;105;e;126;e;55;e;17;e;2;e;-;;2447;e;4;e;1;e;2;e;33;e;16;e;23;e;63;e;113;e;108;e;144;e;162;e;232;e;287;e;233;e;215;e;181;e;115;e;125;e;79;e;16;e;7;e;-;;2159;e;9;e;8;e;3;e;55;e;37;e;53;e;137;e;209;e;213;e;294;e;291;e;525;e;656;e;618;e;487;e;364;e;220;e;251;e;134;e;33;e;9;e;-;;4606;e
;;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;25;e;55;e;47;e;118;e;958;e;2785;e;7364;e;8053;e;8727;e;9395;e;9848;e;12724;e;16539;e;18041;e;17432;e;17197;e;16345;e;24089;e;21044;e;11054;e;3975;e;681;e;206693;e;40;e;40;e;32;e;205;e;1499;e;3650;e;7545;e;7106;e;7308;e;8184;e;9112;e;11722;e;14968;e;16437;e;15748;e;16697;e;17226;e;29259;e;29793;e;19557;e;9201;e;2105;e;227623;e;65;e;95;e;79;e;323;e;2457;e;6435;e;14909;e;15159;e;16035;e;17579;e;18960;e;24446;e;31507;e;34478;e;33180;e;33894;e;33571;e;53348;e;50837;e;30611;e;13176;e;2786;e;434316;e
;;ICD10-S00-T98;Verletzungen und Vergiftungen;35;e;78;e;59;e;132;e;537;e;1148;e;3024;e;3122;e;2947;e;2719;e;2652;e;3274;e;4564;e;5246;e;5032;e;5312;e;5048;e;7520;e;7418;e;4800;e;2040;e;417;e;67226;e;39;e;63;e;44;e;118;e;562;e;1314;e;2646;e;2425;e;2289;e;2136;e;2229;e;2699;e;3712;e;3904;e;3726;e;4307;e;4946;e;9243;e;11877;e;10296;e;6034;e;1666;e;76415;e;74;e;141;e;103;e;250;e;1099;e;2462;e;5670;e;5547;e;5236;e;4855;e;4881;e;5973;e;8276;e;9150;e;8758;e;9619;e;9994;e;16763;e;19295;e;15096;e;8074;e;2083;e;143641;e
;;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;5;e;8;e;4;e;26;e;38;e;79;e;221;e;320;e;327;e;352;e;416;e;619;e;1006;e;1340;e;1626;e;1831;e;1928;e;2937;e;2901;e;1583;e;548;e;94;e;18215;e;4;e;8;e;1;e;9;e;25;e;49;e;164;e;227;e;199;e;282;e;287;e;463;e;698;e;880;e;944;e;1098;e;1180;e;2110;e;2301;e;1557;e;836;e;217;e;13540;e;9;e;16;e;5;e;35;e;63;e;128;e;385;e;547;e;526;e;634;e;703;e;1082;e;1704;e;2220;e;2570;e;2929;e;3108;e;5047;e;5202;e;3140;e;1384;e;311;e;31755;e
;;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;1;e;-;;-;;-;;-;;2;e
;;UNBEKANNT;unbekannt;-;;-;;-;;-;;-;;-;;-;;4;e;2;e;2;e;-;;5;e;7;e;7;e;1;e;3;e;4;e;7;e;3;e;4;e;-;;-;;49;e;1;e;1;e;-;;-;;-;;1;e;1;e;1;e;1;e;-;;1;e;2;e;4;e;9;e;8;e;7;e;8;e;7;e;10;e;1;e;1;e;-;;64;e;1;e;1;e;-;;-;;-;;1;e;1;e;5;e;3;e;2;e;1;e;7;e;11;e;16;e;9;e;10;e;12;e;14;e;13;e;5;e;1;e;-;;113;e
;;;Insgesamt;664;e;1054;e;588;e;1330;e;6360;e;16874;e;42239;e;48187;e;55367;e;63863;e;72466;e;109337;e;169731;e;220709;e;244671;e;273713;e;266024;e;384651;e;334591;e;185136;e;68741;e;11771;e;2579710;e;561;e;870;e;463;e;1442;e;7391;e;18864;e;42029;e;42220;e;44968;e;50621;e;58135;e;83832;e;126328;e;158443;e;177871;e;215411;e;231167;e;386667;e;410387;e;290408;e;152648;e;38699;e;2541230;e;1225;e;1924;e;1051;e;2772;e;13751;e;35738;e;84268;e;90407;e;100335;e;114484;e;130601;e;193169;e;296059;e;379152;e;422542;e;489124;e;497191;e;771318;e;744979;e;475545;e;221389;e;50470;e;5120942;e
;Geriatrie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;;-;;-;;-;;-;;1;e;2;e;2;e;3;e;5;e;2;e;-;;4;e;18;e;61;e;177;e;454;e;995;e;1319;e;1001;e;492;e;82;e;4618;e;-;;-;;-;;-;;-;;1;e;2;e;9;e;8;e;8;e;4;e;3;e;10;e;15;e;60;e;163;e;475;e;1209;e;1912;e;1705;e;1047;e;236;e;6867;e;-;;-;;-;;-;;-;;2;e;4;e;11;e;11;e;13;e;6;e;3;e;14;e;33;e;121;e;340;e;929;e;2204;e;3231;e;2706;e;1539;e;318;e;11485;e
;;ICD10-C00-C97;Bösartige Neubildungen;-;;-;;-;;-;;-;;-;;-;;1;e;3;e;4;e;-;;9;e;25;e;53;e;117;e;305;e;600;e;1150;e;1172;e;600;e;236;e;24;e;4299;e;-;;-;;-;;-;;-;;-;;-;;1;e;3;e;7;e;9;e;22;e;32;e;43;e;105;e;272;e;523;e;1170;e;1422;e;889;e;390;e;86;e;4974;e;-;;-;;-;;-;;-;;-;;-;;2;e;6;e;11;e;9;e;31;e;57;e;96;e;222;e;577;e;1123;e;2320;e;2594;e;1489;e;626;e;110;e;9273;e
;;ICD10-D00-D48;Übrige Neubildungen;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;1;e;2;e;3;e;4;e;14;e;31;e;69;e;118;e;51;e;23;e;2;e;319;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;3;e;1;e;-;;3;e;3;e;17;e;56;e;140;e;208;e;118;e;46;e;10;e;606;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;4;e;2;e;2;e;6;e;7;e;31;e;87;e;209;e;326;e;169;e;69;e;12;e;925;e
;;ICD10-D50-D90;Krankheiten des Blutes;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;2;e;14;e;33;e;67;e;111;e;95;e;55;e;10;e;388;e;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;1;e;1;e;2;e;6;e;9;e;36;e;141;e;206;e;251;e;148;e;45;e;847;e;-;;-;;-;;-;;-;;1;e;-;;1;e;-;;-;;-;;1;e;1;e;2;e;8;e;23;e;69;e;208;e;317;e;346;e;203;e;55;e;1235;e
;;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;;-;;-;;-;;1;e;2;e;1;e;4;e;7;e;4;e;14;e;12;e;8;e;11;e;70;e;256;e;512;e;1255;e;1732;e;1462;e;711;e;145;e;6207;e;-;;-;;-;;-;;-;;-;;1;e;2;e;9;e;7;e;3;e;5;e;11;e;10;e;70;e;220;e;626;e;1808;e;3222;e;3286;e;2168;e;649;e;12097;e;-;;-;;-;;-;;1;e;2;e;2;e;6;e;16;e;11;e;17;e;17;e;19;e;21;e;140;e;476;e;1138;e;3063;e;4954;e;4748;e;2879;e;794;e;18304;e
;;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;;-;;-;;-;;-;;4;e;2;e;10;e;8;e;7;e;9;e;11;e;17;e;22;e;38;e;98;e;297;e;714;e;955;e;689;e;290;e;45;e;3216;e;-;;-;;-;;-;;-;;-;;1;e;5;e;4;e;4;e;5;e;5;e;27;e;21;e;47;e;144;e;342;e;1035;e;1567;e;1332;e;713;e;182;e;5434;e;-;;-;;-;;-;;-;;4;e;3;e;15;e;12;e;11;e;14;e;16;e;44;e;43;e;85;e;242;e;639;e;1749;e;2522;e;2021;e;1003;e;227;e;8650;e
;;ICD10-G00-G99;Krankheiten des Nervensystems;-;;-;;-;;-;;-;;1;e;2;e;9;e;7;e;12;e;23;e;14;e;43;e;81;e;115;e;283;e;622;e;1368;e;1522;e;865;e;253;e;32;e;5252;e;-;;-;;-;;-;;-;;2;e;2;e;26;e;8;e;18;e;10;e;19;e;39;e;41;e;98;e;256;e;565;e;1440;e;1821;e;1323;e;597;e;99;e;6364;e;-;;-;;-;;-;;-;;3;e;4;e;35;e;15;e;30;e;33;e;33;e;82;e;122;e;213;e;539;e;1187;e;2808;e;3343;e;2188;e;850;e;131;e;11616;e
;;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;2;e;-;;-;;-;;1;e;1;e;10;e;8;e;2;e;3;e;-;;28;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;1;e;1;e;-;;1;e;7;e;15;e;11;e;8;e;2;e;47;e;-;;-;;-;;-;;-;;1;e;-;;-;;-;;1;e;-;;2;e;-;;1;e;1;e;1;e;2;e;17;e;23;e;13;e;11;e;2;e;75;e
;;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;;-;;-;;-;;-;;-;;-;;-;;-;;2;e;1;e;4;e;3;e;5;e;3;e;4;e;9;e;26;e;26;e;15;e;7;e;-;;105;e;-;;-;;-;;-;;-;;-;;-;;-;;1;e;1;e;-;;2;e;6;e;2;e;8;e;16;e;25;e;67;e;97;e;60;e;29;e;10;e;324;e;-;;-;;-;;-;;-;;-;;-;;-;;1;e;3;e;1;e;6;e;9;e;7;e;11;e;20;e;34;e;93;e;123;e;75;e;36;e;10;e;429;e
;;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;;1;e;-;;-;;-;;-;;-;;5;e;5;e;7;e;10;e;21;e;26;e;51;e;247;e;1006;e;2318;e;5165;e;7020;e;5324;e;2274;e;421;e;23901;e;-;;-;;-;;-;;-;;-;;1;e;1;e;10;e;10;e;9;e;8;e;20;e;34;e;156;e;736;e;2155;e;6249;e;10921;e;10590;e;6462;e;1576;e;38938;e;-;;1;e;-;;-;;-;;-;;1;e;6;e;15;e;17;e;19;e;29;e;46;e;85;e;403;e;1742;e;4473;e;11414;e;17941;e;15914;e;8736;e;1997;e;62839;e
;;ICD10-J00-J99;Krankheiten des Atmungssystems;-;;-;;-;;-;;-;;-;;1;e;3;e;4;e;3;e;4;e;10;e;13;e;29;e;148;e;574;e;1288;e;2706;e;3409;e;2743;e;1362;e;287;e;12584;e;-;;-;;-;;-;;-;;-;;5;e;5;e;6;e;6;e;7;e;7;e;19;e;28;e;129;e;474;e;1149;e;2411;e;3453;e;3354;e;2302;e;675;e;14030;e;-;;-;;-;;-;;-;;-;;6;e;8;e;10;e;9;e;11;e;17;e;32;e;57;e;277;e;1048;e;2437;e;5117;e;6862;e;6097;e;3664;e;962;e;26614;e
;;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;;-;;-;;-;;-;;2;e;-;;3;e;1;e;2;e;2;e;10;e;15;e;17;e;96;e;219;e;473;e;1118;e;1396;e;1020;e;444;e;75;e;4893;e;-;;-;;-;;-;;-;;1;e;-;;4;e;4;e;4;e;2;e;4;e;11;e;23;e;75;e;264;e;652;e;1605;e;2597;e;2252;e;1330;e;279;e;9107;e;-;;-;;-;;-;;-;;3;e;-;;7;e;5;e;6;e;4;e;14;e;26;e;40;e;171;e;483;e;1125;e;2723;e;3993;e;3272;e;1774;e;354;e;14000;e
;;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;;-;;-;;-;;-;;-;;1;e;-;;1;e;1;e;-;;1;e;3;e;1;e;13;e;37;e;50;e;120;e;108;e;103;e;28;e;12;e;479;e;-;;-;;-;;-;;-;;-;;3;e;-;;4;e;-;;1;e;4;e;3;e;8;e;14;e;38;e;66;e;144;e;210;e;160;e;102;e;37;e;794;e;-;;-;;-;;-;;-;;-;;4;e;-;;5;e;1;e;1;e;5;e;6;e;9;e;27;e;75;e;116;e;264;e;318;e;263;e;130;e;49;e;1273;e
