;TDU-02112;Bösartiges Melanom der Haut;-;;-;;2;e;2;e;7;e;14;e;28;e;48;e;81;e;105;e;113;e;147;e;198;e;267;e;232;e;207;e;117;e;-;;-;;-;;1;e;2;e;7;e;11;e;23;e;45;e;65;e;63;e;79;e;75;e;105;e;152;e;130;e;171;e;214;e;-;
;TDU-02113;BN der Brustdrüse;-;;-;;-;;-;;-;;-;;-;;4;e;1;e;4;e;8;e;16;e;16;e;19;e;12;e;16;e;11;e;-;;-;;-;;-;;3;e;15;e;69;e;187;e;388;e;755;e;965;e;1263;e;1465;e;1997;e;2599;e;2178;e;2383;e;3199;e;-;
;TDU-02114;BN der Genital- und Harnorgane;-;;4;e;2;e;5;e;20;e;29;e;31;e;67;e;205;e;394;e;707;e;1181;e;2253;e;3841;e;4068;e;4533;e;4306;e;-;;1;e;5;e;4;e;7;e;25;e;34;e;93;e;218;e;424;e;653;e;839;e;1028;e;1622;e;2429;e;2384;e;2642;e;3294;e;-;
;TDU-02115;BN der Cervix uteri;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2;e;7;e;20;e;46;e;98;e;147;e;163;e;149;e;134;e;136;e;173;e;139;e;139;e;171;e;-;
;TDU-02116;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2;e;7;e;13;e;41;e;63;e;133;e;156;e;299;e;418;e;377;e;389;e;535;e;-;
;TDU-02117;BN des Ovars;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;3;e;3;e;8;e;10;e;29;e;71;e;173;e;273;e;374;e;461;e;683;e;996;e;868;e;843;e;803;e;-;
;TDU-02118;BN der Prostata;-;;-;;-;;1;e;-;;2;e;1;e;1;e;34;e;100;e;260;e;556;e;1233;e;2246;e;2452;e;2903;e;2887;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;TDU-02119;BN der Niere, ausgenommen Nierenbecken;-;;4;e;-;;-;;4;e;7;e;7;e;34;e;68;e;142;e;217;e;274;e;405;e;590;e;553;e;479;e;312;e;-;;-;;4;e;-;;-;;4;e;-;;2;e;8;e;31;e;53;e;67;e;96;e;200;e;329;e;400;e;451;e;506;e;-;
;TDU-02120;BN der Harnblase;-;;-;;-;;-;;-;;2;e;2;e;8;e;41;e;76;e;125;e;193;e;356;e;600;e;684;e;748;e;796;e;-;;-;;-;;-;;-;;4;e;-;;3;e;8;e;17;e;33;e;40;e;68;e;118;e;195;e;274;e;417;e;708;e;-;
;TDU-02121;BN d. lymphat., blutbild. u. verwandten Gewebes;3;e;25;e;32;e;38;e;29;e;35;e;53;e;117;e;207;e;284;e;436;e;651;e;1167;e;1814;e;1692;e;1593;e;1084;e;-;;4;e;27;e;18;e;22;e;27;e;24;e;32;e;67;e;124;e;162;e;271;e;431;e;750;e;1257;e;1489;e;1757;e;1832;e;-;
;TDU-02122;Leukämie;3;e;20;e;20;e;29;e;20;e;19;e;20;e;47;e;80;e;124;e;153;e;244;e;481;e;748;e;739;e;712;e;483;e;-;;4;e;24;e;15;e;16;e;18;e;15;e;20;e;36;e;58;e;66;e;118;e;162;e;287;e;469;e;544;e;654;e;798;e;-;
;TDU-022;Gutartige Neubildungen;-;;1;e;-;;1;e;1;e;2;e;3;e;3;e;4;e;7;e;13;e;14;e;9;e;29;e;40;e;34;e;25;e;-;;-;;3;e;-;;1;e;-;;1;e;1;e;2;e;6;e;5;e;8;e;15;e;16;e;26;e;49;e;54;e;98;e;-;
;TDU-03;Krankheiten des Blutes u. der blutbildenden Organe;6;e;7;e;1;e;5;e;7;e;8;e;6;e;13;e;22;e;33;e;49;e;41;e;96;e;154;e;174;e;196;e;241;e;-;;8;e;12;e;1;e;2;e;6;e;8;e;2;e;8;e;21;e;23;e;24;e;38;e;57;e;126;e;217;e;329;e;647;e;-;
;TDU-04;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;16;e;37;e;14;e;26;e;25;e;42;e;68;e;156;e;277;e;414;e;660;e;755;e;1056;e;1828;e;2005;e;2163;e;2448;e;-;;11;e;14;e;6;e;12;e;34;e;19;e;36;e;70;e;122;e;202;e;271;e;382;e;631;e;1366;e;2117;e;3312;e;8638;e;-;
;TDU-041;Diabetes mellitus;-;;1;e;3;e;8;e;11;e;22;e;37;e;88;e;167;e;263;e;451;e;563;e;857;e;1534;e;1728;e;1847;e;1999;e;-;;-;;-;;1;e;2;e;8;e;7;e;11;e;24;e;48;e;104;e;142;e;243;e;435;e;1083;e;1715;e;2759;e;6970;e;-;
;TDU-05;Psychische und Verhaltensstörungen;-;;1;e;8;e;36;e;102;e;160;e;208;e;344;e;591;e;693;e;719;e;570;e;675;e;891;e;1091;e;1635;e;2653;e;-;;2;e;4;e;4;e;12;e;24;e;34;e;37;e;88;e;143;e;189;e;185;e;199;e;294;e;531;e;1009;e;2400;e;9547;e;-;
;TDU-051;Psychische und Verhaltensstörungen durch Alkohol;-;;-;;1;e;3;e;25;e;45;e;101;e;241;e;479;e;612;e;641;e;475;e;484;e;377;e;202;e;120;e;44;e;-;;-;;-;;1;e;1;e;1;e;8;e;19;e;50;e;108;e;149;e;144;e;149;e;136;e;129;e;63;e;33;e;72;e;-;
;TDU-052;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;-;;-;;6;e;31;e;76;e;111;e;103;e;95;e;87;e;52;e;27;e;7;e;7;e;8;e;3;e;1;e;1;e;-;;-;;-;;1;e;7;e;18;e;20;e;10;e;26;e;23;e;13;e;12;e;2;e;4;e;7;e;5;e;5;e;6;e;-;
;TDU-06;Krankheiten d. Nervensystems u. d. Sinnesorgane;28;e;69;e;51;e;67;e;55;e;81;e;88;e;171;e;299;e;345;e;446;e;494;e;862;e;1548;e;1861;e;2181;e;1893;e;-;;24;e;62;e;23;e;38;e;14;e;31;e;46;e;114;e;181;e;263;e;324;e;376;e;653;e;1077;e;1509;e;2323;e;4271;e;-;
;TDU-061;Meningitis;2;e;1;e;-;;1;e;-;;1;e;2;e;2;e;5;e;4;e;3;e;5;e;3;e;15;e;8;e;14;e;8;e;-;;1;e;1;e;1;e;-;;-;;-;;-;;2;e;1;e;4;e;1;e;1;e;8;e;6;e;9;e;20;e;13;e;-;
;TDU-07;Krankheiten des Kreislaufsystems;11;e;44;e;39;e;76;e;115;e;171;e;398;e;1123;e;2341;e;3894;e;5686;e;7208;e;12169;e;20765;e;25075;e;30614;e;39742;e;-;;22;e;33;e;30;e;52;e;69;e;86;e;189;e;430;e;812;e;1241;e;1826;e;2557;e;4910;e;11669;e;20432;e;39779;e;119081;e;-;
;TDU-071;Hypertonie (Hochdruckkrankheit);-;;1;e;-;;3;e;1;e;6;e;14;e;42;e;93;e;162;e;246;e;307;e;560;e;1032;e;1401;e;1999;e;3580;e;-;;-;;2;e;-;;-;;1;e;2;e;2;e;18;e;33;e;61;e;99;e;141;e;305;e;881;e;1743;e;4011;e;15520;e;-;
;TDU-072;Ischämische Herzkrankheiten;1;e;2;e;-;;11;e;17;e;49;e;134;e;506;e;1172;e;2009;e;2960;e;3678;e;6015;e;10102;e;11638;e;13383;e;15726;e;-;;-;;-;;-;;4;e;9;e;10;e;35;e;102;e;233;e;419;e;660;e;998;e;1867;e;4290;e;7230;e;13216;e;36650;e;-;
;TDU-07201;Akuter oder rezidivierender Myokardinfarkt;-;;1;e;-;;9;e;14;e;41;e;112;e;396;e;910;e;1470;e;2071;e;2333;e;3486;e;5412;e;5469;e;5642;e;5609;e;-;;-;;-;;-;;3;e;4;e;7;e;24;e;83;e;184;e;300;e;446;e;665;e;1147;e;2391;e;3470;e;5487;e;11921;e;-;
;TDU-073;Sonstige Formen der Herzkrankheit;7;e;18;e;26;e;37;e;53;e;55;e;114;e;253;e;483;e;829;e;1069;e;1371;e;2163;e;3605;e;4508;e;6157;e;9856;e;-;;14;e;22;e;16;e;17;e;23;e;21;e;44;e;88;e;141;e;251;e;366;e;522;e;948;e;2243;e;4185;e;9124;e;32423;e;-;
;TDU-074;Sonstige Krankheiten des Endokards;1;e;2;e;2;e;1;e;7;e;5;e;21;e;24;e;39;e;59;e;97;e;144;e;279;e;563;e;788;e;947;e;1116;e;-;;2;e;-;;-;;1;e;-;;3;e;4;e;10;e;15;e;24;e;42;e;68;e;137;e;405;e;821;e;1576;e;3734;e;-;
;TDU-075;Zerebrovaskuläre Krankheiten;-;;15;e;7;e;13;e;20;e;29;e;52;e;145;e;302;e;425;e;653;e;902;e;1791;e;3283;e;4294;e;5362;e;6283;e;-;;5;e;5;e;6;e;7;e;18;e;22;e;58;e;118;e;230;e;301;e;378;e;474;e;941;e;2418;e;4292;e;8011;e;20690;e;-;
;TDU-07501;Schlaganfall, nicht als Blutung oder Infarkt bez.;-;;2;e;-;;1;e;3;e;2;e;5;e;10;e;30;e;77;e;161;e;226;e;524;e;1013;e;1502;e;2085;e;2781;e;-;;-;;-;;-;;-;;-;;-;;2;e;7;e;17;e;21;e;55;e;87;e;218;e;716;e;1488;e;3185;e;9457;e;-;
;TDU-076;Krankheiten der Arterien, Arteriolen und Kapillare;-;;3;e;1;e;1;e;6;e;11;e;21;e;57;e;79;e;177;e;316;e;417;e;791;e;1354;e;1489;e;1771;e;2193;e;-;;-;;2;e;1;e;2;e;5;e;6;e;9;e;21;e;35;e;65;e;122;e;147;e;291;e;589;e;958;e;1915;e;6385;e;-;
;TDU-08;Krankheiten des Atmungssystems;12;e;20;e;18;e;23;e;23;e;36;e;55;e;120;e;275;e;503;e;907;e;1464;e;2805;e;4927;e;5857;e;7127;e;7837;e;-;;1;e;23;e;10;e;16;e;11;e;20;e;34;e;83;e;173;e;313;e;528;e;818;e;1474;e;2519;e;3669;e;5595;e;13219;e;-;
;TDU-081;Grippe;-;;1;e;-;;1;e;2;e;3;e;5;e;4;e;7;e;6;e;10;e;7;e;5;e;5;e;4;e;3;e;1;e;-;;-;;4;e;1;e;2;e;1;e;-;;2;e;1;e;5;e;3;e;5;e;2;e;4;e;4;e;6;e;3;e;8;e;-;
;TDU-082;Pneumonie;2;e;5;e;6;e;11;e;7;e;8;e;20;e;47;e;75;e;140;e;192;e;309;e;611;e;1204;e;1560;e;2156;e;3133;e;-;;1;e;6;e;4;e;5;e;6;e;10;e;12;e;24;e;44;e;60;e;74;e;130;e;251;e;594;e;1055;e;1894;e;6071;e;-;
;TDU-083;Chronische Krankheiten der unteren Atemwege;1;e;4;e;3;e;4;e;5;e;10;e;12;e;42;e;130;e;261;e;544;e;896;e;1693;e;2745;e;3161;e;3578;e;3159;e;-;;-;;3;e;3;e;7;e;2;e;4;e;11;e;37;e;82;e;187;e;350;e;611;e;968;e;1423;e;1914;e;2574;e;4236;e;-;
;TDU-084;Asthma;-;;1;e;1;e;2;e;2;e;4;e;6;e;12;e;22;e;29;e;38;e;40;e;54;e;61;e;77;e;77;e;79;e;-;;-;;-;;3;e;4;e;2;e;3;e;7;e;11;e;17;e;29;e;44;e;45;e;54;e;71;e;73;e;126;e;230;e;-;
;TDU-09;Krankheiten des Verdauungssystems;11;e;12;e;5;e;18;e;40;e;83;e;212;e;616;e;1118;e;1553;e;1913;e;1872;e;2271;e;3090;e;2749;e;2760;e;2850;e;-;;5;e;10;e;4;e;8;e;22;e;34;e;82;e;246;e;479;e;673;e;833;e;925;e;1297;e;1969;e;2555;e;4012;e;8357;e;-;
;TDU-091;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;-;;-;;1;e;1;e;2;e;-;;10;e;7;e;24;e;50;e;52;e;71;e;114;e;185;e;216;e;213;e;316;e;-;;-;;1;e;-;;-;;-;;-;;2;e;3;e;13;e;14;e;34;e;26;e;72;e;125;e;170;e;356;e;869;e;-;
;TDU-092;Krankheiten der Leber;3;e;3;e;-;;1;e;27;e;58;e;150;e;478;e;851;e;1172;e;1457;e;1294;e;1329;e;1480;e;900;e;576;e;314;e;-;;1;e;-;;3;e;2;e;10;e;19;e;55;e;183;e;361;e;511;e;579;e;615;e;641;e;729;e;567;e;528;e;516;e;-;
;TDU-09201;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;-;;2;e;-;;-;;25;e;57;e;142;e;464;e;824;e;1141;e;1388;e;1244;e;1269;e;1408;e;821;e;510;e;249;e;-;;-;;-;;1;e;2;e;6;e;17;e;52;e;179;e;337;e;496;e;550;e;589;e;597;e;656;e;481;e;436;e;373;e;-;
;TDU-10;Krankheiten der Haut und der Unterhaut;-;;-;;-;;-;;-;;-;;2;e;3;e;6;e;10;e;11;e;21;e;28;e;57;e;67;e;76;e;93;e;-;;-;;-;;-;;1;e;2;e;1;e;-;;5;e;4;e;12;e;6;e;17;e;40;e;60;e;81;e;137;e;401;e;-;
;TDU-11;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;-;;7;e;3;e;2;e;-;;7;e;6;e;14;e;18;e;37;e;44;e;69;e;98;e;172;e;189;e;189;e;168;e;-;;-;;2;e;4;e;4;e;7;e;4;e;7;e;15;e;17;e;29;e;43;e;69;e;118;e;215;e;254;e;371;e;755;e;-;
;TDU-111;Chronische Polyarthritis und Arthrose;-;;-;;-;;-;;-;;1;e;1;e;3;e;4;e;7;e;9;e;10;e;20;e;36;e;42;e;40;e;36;e;-;;-;;-;;-;;-;;-;;-;;-;;2;e;3;e;4;e;6;e;22;e;29;e;62;e;75;e;118;e;216;e;-;
;TDU-12;Krankheiten des Urogenitalsystems;4;e;4;e;1;e;3;e;3;e;5;e;15;e;22;e;48;e;104;e;158;e;268;e;492;e;1072;e;1424;e;1947;e;2871;e;-;;-;;-;;-;;3;e;5;e;8;e;10;e;15;e;34;e;61;e;83;e;149;e;292;e;768;e;1352;e;2529;e;6018;e;-;
;TDU-121;Krankheiten der Niere;2;e;4;e;1;e;1;e;3;e;5;e;15;e;17;e;39;e;87;e;129;e;225;e;405;e;878;e;1136;e;1556;e;2270;e;-;;-;;-;;-;;3;e;5;e;5;e;8;e;13;e;24;e;42;e;61;e;116;e;231;e;609;e;1084;e;1966;e;4693;e;-;
;TDU-13;Schwangerschaft, Geburt und Wochenbett;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;6;e;10;e;10;e;7;e;3;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;TDU-14;Best.Zustände mit Ursprung in der Perinatalperiode;651;e;10;e;-;;2;e;2;e;-;;1;e;2;e;-;;3;e;-;;-;;-;;-;;-;;-;;-;;-;;502;e;6;e;2;e;3;e;1;e;1;e;-;;-;;-;;1;e;1;e;1;e;1;e;-;;1;e;-;;1;e;-;
;TDU-15;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;326;e;77;e;24;e;23;e;21;e;19;e;22;e;31;e;28;e;55;e;52;e;43;e;33;e;23;e;12;e;4;e;6;e;-;;316;e;75;e;11;e;18;e;13;e;11;e;16;e;26;e;33;e;44;e;63;e;39;e;31;e;22;e;17;e;16;e;22;e;-;
;TDU-151;Angeborene Fehlbildungen des Nervensystems;25;e;12;e;8;e;4;e;4;e;3;e;-;;3;e;1;e;1;e;1;e;3;e;-;;2;e;1;e;1;e;-;;-;;30;e;15;e;3;e;5;e;3;e;6;e;-;;2;e;2;e;2;e;1;e;-;;-;;1;e;2;e;-;;-;;-;
;TDU-152;Angeborene Fehlbildungen des Kreislaufsystems;110;e;29;e;6;e;8;e;6;e;6;e;10;e;12;e;8;e;8;e;7;e;1;e;6;e;8;e;5;e;-;;4;e;-;;117;e;20;e;3;e;9;e;3;e;1;e;4;e;6;e;6;e;6;e;4;e;2;e;8;e;3;e;10;e;9;e;13;e;-;
;TDU-16;Symptome und abnorme klinische und Laborbefunde;160;e;40;e;36;e;50;e;98;e;151;e;231;e;476;e;845;e;1086;e;1193;e;1277;e;1411;e;1664;e;1332;e;1101;e;1504;e;-;;92;e;27;e;22;e;24;e;41;e;42;e;70;e;190;e;261;e;352;e;392;e;492;e;663;e;956;e;1037;e;1521;e;4779;e;-;
;TDU-161;Plötzlicher Kindstod;103;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;61;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;TDU-162;Sonst. ungenau bezeichnete u. unbek. Todesursachen;56;e;38;e;36;e;50;e;95;e;145;e;224;e;463;e;823;e;1043;e;1145;e;1207;e;1326;e;1523;e;1151;e;817;e;690;e;-;;31;e;26;e;21;e;24;e;38;e;41;e;67;e;181;e;249;e;336;e;379;e;444;e;604;e;859;e;845;e;1053;e;1686;e;-;
;TDU-17;Äußere Ursachen von Morbidität und Mortalität;34;e;186;e;467;e;857;e;909;e;716;e;833;e;1268;e;1520;e;1514;e;1398;e;1208;e;1421;e;1873;e;1779;e;1949;e;2255;e;-;;19;e;121;e;195;e;261;e;198;e;205;e;213;e;342;e;485;e;527;e;462;e;430;e;619;e;900;e;1254;e;2040;e;4854;e;-;
;TDU-171;Unfälle einschließlich Spätfolgen;20;e;139;e;296;e;457;e;405;e;295;e;345;e;466;e;632;e;617;e;615;e;587;e;765;e;1102;e;1183;e;1388;e;1675;e;-;;13;e;101;e;131;e;142;e;86;e;74;e;66;e;107;e;180;e;203;e;220;e;226;e;330;e;601;e;966;e;1694;e;4163;e;-;
;TDU-172;Transportmittelunfälle;2;e;53;e;232;e;363;e;257;e;162;e;162;e;185;e;259;e;213;e;164;e;134;e;147;e;188;e;143;e;140;e;78;e;-;;2;e;50;e;113;e;116;e;56;e;49;e;28;e;47;e;68;e;75;e;54;e;41;e;46;e;76;e;86;e;91;e;62;e;-;
;TDU-173;Stürze;3;e;15;e;9;e;17;e;32;e;21;e;39;e;80;e;108;e;168;e;184;e;217;e;305;e;488;e;619;e;858;e;1184;e;-;;-;;8;e;8;e;2;e;6;e;7;e;8;e;18;e;23;e;47;e;52;e;72;e;138;e;268;e;528;e;1027;e;2920;e;-;
;TDU-174;Ertrinken und Untergehen;2;e;30;e;16;e;12;e;13;e;10;e;6;e;9;e;27;e;22;e;16;e;21;e;24;e;32;e;22;e;19;e;1;e;-;;1;e;17;e;2;e;2;e;3;e;-;;1;e;6;e;6;e;2;e;5;e;3;e;8;e;10;e;21;e;15;e;9;e;-;
;TDU-175;Exposition gegenüber Rauch, Feuer und Flammen;-;;9;e;4;e;2;e;7;e;1;e;6;e;13;e;23;e;26;e;27;e;18;e;22;e;24;e;22;e;12;e;10;e;-;;-;;3;e;1;e;1;e;1;e;2;e;3;e;4;e;13;e;6;e;10;e;6;e;12;e;18;e;12;e;26;e;29;e;-;
;TDU-176;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);-;;-;;7;e;24;e;53;e;59;e;71;e;90;e;59;e;43;e;19;e;17;e;16;e;13;e;10;e;12;e;6;e;-;;-;;2;e;-;;7;e;12;e;9;e;9;e;15;e;19;e;19;e;15;e;11;e;7;e;16;e;12;e;10;e;16;e;-;
;TDU-177;Vorsätzliche Selbstbeschädigung;-;;22;e;143;e;331;e;399;e;336;e;397;e;676;e;760;e;770;e;660;e;520;e;543;e;632;e;478;e;420;e;378;e;-;;-;;6;e;46;e;86;e;81;e;96;e;94;e;193;e;249;e;269;e;208;e;166;e;238;e;237;e;183;e;182;e;222;e;-;
