ICD10-A33;    Tetanus neonatorum;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A34;    Tetanus während Schwangerschaft,Geburt, Wochenbett;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A35;    Sonstiger Tetanus;-;;-;;4;e;-;;-;;19;e;17;e;35,5;e;2;e;12;e
ICD10-A36;    Diphtherie;-;;-;;-;;-;;-;;-;;-;;-;;-;;22;e
ICD10-A37;    Keuchhusten;16;e;4;e;1,5;e;21;e;1;e;10;e;19;e;2;e;5,5;e;-;
ICD10-A38;    Scharlach;-;;-;;-;;-;;17;e;1;e;-;;-;;4;e;7;e
ICD10-A39;    Meningokokkeninfektion;7,1;e;3,9;e;4,4;e;4,8;e;3,9;e;4;e;7,5;e;4;e;4,4;e;7;e
ICD10-A40;    Streptokokkensepsis;12,2;e;11,2;e;10,4;e;10,2;e;10,2;e;10,3;e;9,6;e;9,9;e;8,9;e;8,1;e
ICD10-A41;    Sonstige Sepsis;9,9;e;9,2;e;9,3;e;9,1;e;8,6;e;8,4;e;7,9;e;7,8;e;7,9;e;7,7;e
ICD10-A42;    Aktinomykose;6,3;e;14,7;e;13,3;e;10,4;e;8,9;e;16,1;e;5,5;e;4,5;e;2;e;5;e
ICD10-A43;    Nokardiose;7,5;e;45,3;e;39,7;e;61,7;e;24,5;e;14,5;e;29,8;e;-;;76;e;27;e
ICD10-A44;    Bartonellose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A46;    Erysipel (Wundrose);12,6;e;12;e;11,8;e;11;e;12;e;12;e;11,3;e;12,1;e;11,3;e;10,8;e
ICD10-A48;    Sonstige bakterielle Krankheiten, ao.nicht klass.;9,7;e;10,9;e;13,6;e;11;e;12,9;e;10,8;e;11,7;e;11,6;e;11,3;e;12,2;e
ICD10-A49;    Bakterielle Infektion nicht näher bez.Lokalisation;7,6;e;7,2;e;7,2;e;6,9;e;7;e;7,5;e;7,8;e;7,7;e;8;e;8;e
ICD10-A50-A64;  Infektionen, vorw.d. Geschlechtsverkehr übertragen;14,8;e;1;e;-;;6,5;e;4;e;17,5;e;13,3;e;21;e;-;;12,6;e
ICD10-A50;    Syphilis connata;-;;-;;-;;-;;-;;-;;-;;4;e;-;;-;
ICD10-A51;    Frühsyphilis;-;;-;;-;;-;;-;;-;;-;;-;;-;;30;e
ICD10-A52;    Spätsyphilis;22;e;1;e;-;;6,5;e;4;e;-;;19,5;e;-;;-;;1;e
ICD10-A53;    Sonstige und nicht näher bezeichnete Syphilis;-;;-;;-;;-;;-;;-;;-;;-;;-;;17;e
ICD10-A54;    Gonokokkeninfektion;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A55;    Lymphogranuloma inguinale (venereum) d. Chlamydien;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A56;    Sonst. d. Geschlechtsverkehr übertr. Chlamydienkh.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A57;    Ulcus molle (venereum);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A58;    Granuloma venereum (inguinale);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A59;    Trichomoniasis;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A60;    Infektionen d.Anogenitalbereichs durch Herpesviren;10;e;-;;-;;-;;-;;17,5;e;7;e;38;e;-;;7,5;e
ICD10-A63;    Sonst. vorwiegend d.Geschlechtsverk.übertr.Krankh.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A64;    Durch Geschlechtsverkehr übertragene Krankheiten;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A65-A69;  Sonstige Spirochätenkrankheiten;11;e;30,8;e;19,8;e;11,7;e;27,5;e;14,2;e;30,4;e;30,7;e;13,5;e;21,7;e
ICD10-A65;    Nichtvenerische Syphilis;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A66;    Frambösie;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A67;    Pinta (Carate);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A68;    Rückfallfieber;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A69;    Sonstige Spirochäteninfektionen;11;e;30,8;e;19,8;e;11,7;e;27,5;e;14,2;e;30,4;e;30,7;e;13,5;e;21,7;e
ICD10-A70-A74;  Sonstige Krankheiten durch Chlamydien;6;e;-;;-;;5;e;-;;-;;-;;10,5;e;7;e;-;
ICD10-A70;    Infektionen durch Chlamydia psittaci;6;e;-;;-;;-;;-;;-;;-;;8;e;7;e;-;
ICD10-A71;    Trachom;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A74;    Sonstige Krankheiten durch Chlamydien;-;;-;;-;;5;e;-;;-;;-;;13;e;-;;-;
ICD10-A75-A79;  Rickettsiosen;-;;-;;12;e;-;;24;e;-;;-;;8;e;-;;28;e
ICD10-A75;    Fleckfieber;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A77;    Zeckenbissfieber (Rickettsiosen, d.Zecken übertr.);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A78;    Q-Fieber;-;;-;;12;e;-;;24;e;-;;-;;8;e;-;;28;e
ICD10-A79;    Sonstige Rickettsiosen;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A80-A89;  Virusinfektionen des Zentralnervensystems;22;e;18,9;e;19,7;e;20,7;e;18,7;e;20;e;20;e;21,4;e;21,1;e;22,8;e
ICD10-A80;    Akute Poliomyelitis (Spinale Kinderlähmung);-;;-;;-;;-;;-;;-;;6;e;-;;-;;-;
ICD10-A81;    Atypische Virus-Infektionen d.Zentralnervensystems;19,9;e;20,8;e;19,6;e;22,2;e;19,8;e;21,4;e;20,5;e;21;e;20,9;e;23,9;e
ICD10-A82;    Tollwut (Rabies);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A83;    Virusenzephalitis, durch Moskitos übertragen;-;;-;;-;;-;;41;e;-;;-;;-;;-;;-;
ICD10-A84;    Virusenzephalitis, durch Zecken übertragen;51,7;e;-;;7;e;21,7;e;20,3;e;14;e;31,8;e;49,2;e;35,3;e;18,5;e
ICD10-A85;    Sonstige Virusenzephalitis, ao.nicht klass.;29,8;e;26,9;e;34,3;e;34,3;e;30,2;e;23,7;e;16,3;e;25,5;e;26,7;e;30,7;e
ICD10-A86;    Virusenzephalitis, nicht näher bezeichnet;26,4;e;12,1;e;19,6;e;12,4;e;8,2;e;14,5;e;17,1;e;13,7;e;18,7;e;16,8;e
ICD10-A87;    Virusmeningitis;8,5;e;8,5;e;14,1;e;11,3;e;11;e;8,5;e;12,8;e;14,4;e;16,1;e;12,7;e
ICD10-A88;    Sonstige Virusinfektionen des Zentralnervensystems;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A89;    Virusinfektion des Zentralnervensystems, n.n.bez.;-;;-;;-;;-;;-;;-;;-;;-;;7;e;-;
ICD10-A90-A99;  Athropoden-Virus-Kh. u. virales hämorrhag.Fieber;7;e;-;;38;e;11;e;1;e;28,2;e;58;e;11;e;3;e;17;e
ICD10-A90;    Dengue-Fieber (Klassische Dengue);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A91;    Hämorrhagisches Dengue-Fieber;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A92;    Sonstige durch Moskitos übertragene Viruskrankh.;-;;-;;-;;-;;-;;-;;58;e;21;e;-;;29;e
ICD10-A93;    Sonst. durch Arthropoden übertragene Viruskrankh.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A94;    Durch Arthropoden übertrag. Viruskrankh., n.n.bez.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A95;    Gelbfieber;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A96;    Hämorrhagisches Fieber durch Arenaviren;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A97;    Dengue;-;;-;;-;;-;;-;;-;;-;;-;;3;e;-;
ICD10-A98;    Sonst. hämorrhagische Viruskrankh.,ao.nicht klass.;7;e;-;;38;e;11;e;1;e;28,2;e;-;;1;e;-;;5;e
ICD10-A99;    Nicht näher bez. hämorrhagische Viruskrankheit;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B00-B09;  Virusinfektionen,gekennz.d.Haut-/Schleimhautläsion;15,3;e;14,7;e;16,6;e;15,5;e;15,7;e;15,6;e;15,2;e;14,7;e;15,6;e;15,1;e
ICD10-B00;    Infektionen durch Herpesviren (Herpes simplex);18,6;e;16,1;e;19,3;e;19,7;e;20;e;18,8;e;17;e;13,1;e;18,3;e;16,4;e
ICD10-B01;    Varizellen (Windpocken);12,2;e;16;e;19,5;e;10,3;e;13,6;e;14,2;e;19,6;e;16,3;e;10,8;e;16,1;e
ICD10-B02;    Zoster (Herpes zoster);13,9;e;14,1;e;14,9;e;14,3;e;13,8;e;14,4;e;14;e;15,6;e;14,5;e;14,4;e
ICD10-B03;    Pocken;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B04;    Affenpocken;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B05;    Masern;-;;5;e;37;e;1;e;-;;-;;-;;-;;-;;-;
ICD10-B06;    Röteln (Rubeola, Rubella);-;;-;;-;;-;;15,5;e;1;e;-;;-;;-;;-;
ICD10-B07;    Viruswarzen;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B08;    Sonst. Virusinfektionen Haut-/Schleimhautläsionen;-;;-;;50;e;1;e;-;;13;e;27;e;-;;15;e;-;
ICD10-B09;    N.n.bez. Virusinfektion Haut-/Schleimhautläsionen;-;;-;;-;;-;;-;;2;e;-;;20;e;-;;-;
ICD10-B15-B19;  Virushepatitis;15,7;e;15,7;e;13,8;e;21,3;e;21,9;e;20;e;14,9;e;11,4;e;17,3;e;18,7;e
ICD10-B15;    Akute Virushepatitis A;3;e;7,5;e;16;e;10,7;e;12,7;e;9;e;15;e;11,3;e;22,3;e;9;e
ICD10-B16;    Akute Virushepatitis B;8,9;e;15,9;e;14,1;e;20,3;e;20;e;14,9;e;7,4;e;14,2;e;5,2;e;11,3;e
ICD10-B17;    Sonstige akute Virushepatitis;23,1;e;20,3;e;17,5;e;19,2;e;23,9;e;31,7;e;21;e;11,8;e;19,7;e;21,2;e
ICD10-B18;    Chronische Virushepatitis;19,6;e;13,6;e;6,8;e;30,8;e;25,5;e;18,3;e;6,7;e;3,5;e;22,2;e;22;e
ICD10-B19;    Nicht näher bezeichnete Virushepatitis;-;;-;;-;;-;;-;;12;e;-;;-;;5;e;-;
ICD10-B20-B24;  HIV-Krankheit;20,3;e;24,6;e;25,2;e;23;e;24,1;e;21,3;e;33,8;e;26,3;e;23,3;e;22,7;e
ICD10-B20;    Infektiöse u.parasitäre Krankh.infolge HIV-Krankh.;22,6;e;25;e;25,3;e;24,1;e;22,3;e;20,1;e;35,5;e;18,1;e;21,9;e;30,6;e
ICD10-B21;    Bösartige Neubildungen infolge HIV-Krankheit;23,8;e;20,8;e;31,3;e;44,8;e;52,5;e;25;e;18;e;-;;27,6;e;9;e
ICD10-B22;    Sonst. näher bezeichn. Krankheiten infolge HIV-Kh.;19;e;33,9;e;28;e;15,4;e;18,6;e;22,3;e;31,6;e;36,5;e;25,1;e;20,4;e
ICD10-B23;    Sonstige Krankheitszustände infolge HIV-Krankheit;10,3;e;17;e;20,3;e;5,6;e;26,5;e;32;e;39,2;e;43;e;18,3;e;11;e
ICD10-B24;    Nicht näher bezeichnete HIV-Krankheit;22,2;e;19,7;e;21,8;e;30;e;23,7;e;11,7;e;39;e;12,5;e;-;;3;e
ICD10-B25-B34;  Sonstige Viruskrankheiten;28;e;28,6;e;26,3;e;28,3;e;20,7;e;23,9;e;10;e;9,4;e;9,6;e;13,8;e
ICD10-B25;    Zytomegalie;30,4;e;29,4;e;28,6;e;30,8;e;24,9;e;27,4;e;25,8;e;22,2;e;23,3;e;27,5;e
ICD10-B26;    Mumps;-;;-;;-;;-;;-;;10;e;-;;-;;-;;1;e
ICD10-B27;    Infektiöse Mononukleose;13,4;e;34,4;e;24,8;e;23,1;e;31,8;e;17,8;e;32;e;10,6;e;22,2;e;24,3;e
ICD10-B30;    Viruskonjunktivitis;-;;-;;-;;-;;-;;-;;-;;9;e;-;;-;
ICD10-B33;    Sonstige Viruskrankheiten, ao. nicht klassifiziert;10,3;e;7;e;10;e;-;;6;e;6;e;7,9;e;10,1;e;7,5;e;7,5;e
ICD10-B34;    Viruskrankheit nicht näher bezeichn. Lokalisation;3,5;e;17,7;e;6,8;e;13,1;e;6,9;e;14,9;e;6,8;e;8,3;e;8,8;e;8,9;e
ICD10-B35-B49;  Mykosen;19;e;18,7;e;17,7;e;18;e;17,6;e;17,1;e;16,4;e;15,1;e;17,1;e;16,6;e
ICD10-B35;    Dermatophytose (Tinea);3;e;38;e;-;;-;;7;e;9;e;3;e;4;e;-;;20,3;e
ICD10-B36;    Sonstige oberflächliche Mykosen;-;;-;;-;;5;e;-;;-;;-;;-;;12,5;e;-;
ICD10-B37;    Kandidose;18,1;e;18;e;16,8;e;17;e;16,4;e;16,5;e;16;e;15,3;e;14,9;e;15,6;e
ICD10-B38;    Kokzidioidomykose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B39;    Histoplasmose;43;e;-;;-;;-;;-;;29,7;e;-;;-;;-;;103;e
ICD10-B40;    Blastomykose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B41;    Parakokzidioidomykose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B42;    Sporotrichose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B43;    Chromomykose und chromomykotischer Abszess;60;e;63;e;-;;-;;97;e;-;;-;;-;;90;e;-;
ICD10-B44;    Aspergillose;22,1;e;20;e;20,4;e;21,3;e;19,8;e;18,9;e;18,5;e;15,8;e;19,7;e;16,2;e
ICD10-B45;    Kryptokokkose;25,1;e;15,3;e;14,8;e;32,3;e;20,3;e;30,7;e;25,6;e;7;e;48,3;e;29;e
ICD10-B46;    Zygomykose;21;e;30,5;e;32,2;e;53;e;15,4;e;12;e;17,2;e;19,3;e;25,7;e;22,7;e
ICD10-B47;    Myzetom;-;;-;;-;;1;e;-;;-;;43;e;-;;39;e;-;
ICD10-B48;    Sonstige Mykosen, anderenorts nicht klassifiziert;-;;45;e;8;e;-;;-;;16,7;e;15,5;e;14,7;e;17,1;e;17;e
ICD10-B49;    Nicht näher bezeichnete Mykose;15,7;e;-;;23,7;e;9;e;21,7;e;9,5;e;8,7;e;12;e;-;;10;e
ICD10-B50-B64;  Protozoenkrankheiten;17,4;e;18,8;e;16,1;e;17,6;e;16;e;26,8;e;18,8;e;12,6;e;23,3;e;21,6;e
ICD10-B50;    Malaria tropica durch Plasmodium falciparum;8,2;e;10,7;e;1,8;e;4,5;e;6,1;e;7,3;e;6;e;2,4;e;3;e;1,5;e
ICD10-B51;    Malaria tertiana durch Plasmodium vivax;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B52;    Malaria quartana durch Plasmodium malariae;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B53;    Sonstige parasitologisch bestätigte Malaria;-;;-;;-;;-;;11;e;-;;-;;-;;-;;-;
ICD10-B54;    Malaria, nicht näher bezeichnet;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B55;    Leishmaniose;-;;-;;26;e;10;e;23;e;-;;-;;-;;-;;10;e
ICD10-B56;    Afrikanische Trypanosomiasis;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B57;    Chagas-Krankheit;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B58;    Toxoplasmose;24,6;e;38,7;e;18,3;e;44,1;e;17,8;e;33,2;e;20,6;e;38;e;39;e;38,8;e
ICD10-B59;    Pneumozystose;17,3;e;17,9;e;16,2;e;16,8;e;16,3;e;-;;-;;-;;-;;-;
ICD10-B60;    Sonst.Protozoenkrankh., ao. nicht klassifizert;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B64;    Nicht näher bezeichnete Protozoenkrankheit;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B65-B83;  Helminthosen;63;e;-;;31;e;25,8;e;18,1;e;41,3;e;16,9;e;11,5;e;21,6;e;37,5;e
ICD10-B65;    Schistosomiasis (Bilharziose);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B66;    Befall durch sonstige Trematoden (Egel);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B67;    Echinokokkose;63;e;-;;31;e;27,8;e;19,3;e;54,7;e;20;e;20;e;30,6;e;57,9;e
ICD10-B68;    Taeniasis;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B69;    Zystizerkose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B70;    Diphyllobothriose und Sparganose;-;;-;;-;;-;;-;;-;;-;;3;e;-;;1;e
ICD10-B71;    Befall durch sonstige Zestoden;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B72;    Drakunkulose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B73;    Onchozerkose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B74;    Filariose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B75;    Trichinellose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B76;    Hakenwurm-Krankheit;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B77;    Askaridose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B78;    Strongyloidiasis;-;;-;;-;;16;e;11;e;-;;11;e;-;;12;e;4;e
ICD10-B79;    Trichuriasis;-;;-;;-;;-;;-;;-;;-;;-;;3;e;-;
ICD10-B80;    Enterobiasis;-;;-;;-;;-;;-;;1;e;12;e;-;;-;;-;
ICD10-B81;    Sonstige Intestinale Helminthosen, ao.nicht klass.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B82;    Nicht näher bezeichneter intestinaler Parasitismus;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B83;    Sonstige Helminthosen;-;;-;;-;;-;;-;;-;;-;;-;;4,5;e;-;
ICD10-B85-B89;  Pedikulose/Akarinose/sonst.Parasitenbefall d. Haut;5,5;e;6,7;e;12,8;e;19,7;e;11,2;e;9;e;12;e;11,1;e;10,5;e;12,4;e
ICD10-B85;    Pedikulose/Phthiriasis (Läuse-/Filzläusebefall);-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;
ICD10-B86;    Skabies;5,5;e;7;e;10,3;e;12,3;e;11,8;e;9,2;e;9;e;12;e;10,2;e;17,8;e
ICD10-B87;    Myiasis;-;;5;e;-;;34,5;e;8;e;8;e;21;e;2;e;26;e;1,7;e
ICD10-B88;    Sonstiger Parasitenbefall der Haut;-;;-;;-;;-;;-;;-;;-;;-;;2;e;-;
ICD10-B89;    Nicht näher bezeichnete parasitäre Krankheit;-;;-;;23;e;-;;-;;-;;-;;-;;1;e;-;
ICD10-B90-B94;  Folgezustände von infektiösen und parasitären Kh.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B90;    Folgezustände der Tuberkulose;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B91;    Folgezustände der Poliomyelitis;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B92;    Folgezustände der Lepra;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B94;    Folgezustände n.n.bez. infektiöser.u.parasit. Kh.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B95-B98;  Bakterien, Viren, sonst.Erreger, klass.in and.Kap.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B95;    Streptokokken und Staphylokokken als Ursache v.Kh.;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B96;    Sonstige Bakterien als Ursache von Krankheiten;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B97;    Viren als Ursache von anderen Krankheiten;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B98;    Sonstige Erreger als Ursache von Krankheiten;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-B99-B99;  Sonstige Infektionskrankheiten;6,1;e;6;e;5,5;e;5,5;e;5,4;e;5,6;e;5,3;e;5,8;e;6,1;e;5,8;e
ICD10-B99;    Sonstige u. nicht näher bezeichnete Infektionskh.;6,1;e;6;e;5,5;e;5,5;e;5,4;e;5,6;e;5,3;e;5,8;e;6,1;e;5,8;e
ICD10-C00-C97;Bösartige Neubildungen;13,4;e;13,2;e;13,2;e;13;e;13;e;13;e;12,6;e;12,5;e;13,1;e;13;e
ICD10-C00-C14;  Bösartige Neubildung, Lippe, Mundhöhle, Pharynx;13,5;e;13,6;e;13,8;e;13,3;e;13;e;13,1;e;12,8;e;13,1;e;12,9;e;12,6;e
ICD10-C00;    Bösartige Neubildung der Lippe;12,9;e;10,2;e;14,9;e;11,7;e;8,9;e;15,9;e;20,2;e;8,7;e;8,7;e;10,8;e
ICD10-C01;    Bösartige Neubildung des Zungengrundes;13,6;e;12,3;e;13,6;e;13;e;13,6;e;11,1;e;12;e;12,3;e;12,9;e;12,5;e
ICD10-C02;    Bösartige Neubildung der Zunge;17,8;e;16,1;e;14,7;e;14,9;e;13,7;e;14,6;e;14,1;e;13,8;e;14,5;e;13,3;e
ICD10-C03;    Bösartige Neubildung des Zahnfleisches;14,2;e;16,3;e;15,2;e;18,2;e;14,5;e;23,6;e;16,9;e;14,3;e;18,7;e;15,9;e
ICD10-C04;    Bösartige Neubildung des Mundbodens;13,8;e;13,7;e;13,4;e;11,9;e;12;e;12,2;e;13,5;e;12,5;e;11;e;12,4;e
ICD10-C05;    Bösartige Neubildung des Gaumens;9,6;e;14,5;e;10,6;e;13,3;e;11,9;e;16,9;e;12,3;e;13,5;e;13,4;e;17,3;e
ICD10-C06;    Bösartige Neubildung des Mundes;13,2;e;16,2;e;16,8;e;18,2;e;15,6;e;12,7;e;15;e;12,7;e;13,9;e;13,1;e
ICD10-C07;    Bösartige Neubildung der Parotis;11,4;e;11,1;e;11,2;e;11,3;e;10;e;12;e;9,1;e;11,4;e;12,2;e;8,4;e
